series_id,date,unemployment_rate
LAUCN560370000000003,2017-10,4.0
LAUCN720550000000003,2017-10,24.8
LAUCN720750000000003,2017-10,14.5
LAUCN560390000000003,2017-10,3.1
LAUCN720490000000003,2017-10,6.7
LAUCN720610000000003,2017-10,5.8
LAUCN560030000000003,2017-10,3.9
LAUCN560010000000003,2017-10,2.7
LAUCN551230000000003,2017-10,2.5
LAUCN551170000000003,2017-10,2.3
LAUCN560270000000003,2017-10,3.2
LAUCN090090000000003,2017-10,0.0
LAUCN720210000000003,2017-10,8.0
LAUCN721170000000003,2017-10,13.9
LAUCN560310000000003,2017-10,3.8
LAUCN090050000000003,2017-10,0.0
LAUCN551390000000003,2017-10,2.4
LAUCN720970000000003,2017-10,16.2
LAUCN551170000000003,2017-11,2.2
LAUCN560450000000003,2017-11,4.4
LAUCN720310000000003,2017-11,8.0
LAUCN721430000000003,2017-11,8.7
LAUCN721150000000003,2017-11,12.7
LAUCN551290000000003,2017-11,3.1
LAUCN720990000000003,2017-11,13.3
LAUCN720450000000003,2017-11,9.8
LAUCN720590000000003,2017-11,15.0
LAUCN721230000000003,2017-11,15.1
LAUCN721310000000003,2017-11,14.7
LAUCN720730000000003,2017-11,12.8
LAUCN560330000000003,2017-11,4.2
LAUCN551230000000003,2017-11,2.5
LAUCN720870000000003,2017-11,9.5
LAUCN720190000000003,2017-11,10.1
LAUCN560430000000003,2017-11,3.7
LAUCN560290000000003,2017-11,5.1
LAUCN551330000000003,2017-11,2.4
LAUCN721050000000003,2017-11,9.7
LAUCN090070000000003,2017-11,0.0
LAUCN551250000000003,2017-11,3.7
LAUCN551310000000003,2017-11,2.3
LAUCN721210000000003,2017-11,14.1
LAUCN090030000000003,2017-11,0.0
LAUCN720490000000003,2017-11,6.0
LAUCN721130000000003,2017-11,12.8
LAUCN721090000000003,2017-11,17.9
LAUCN720210000000003,2017-11,7.4
LAUCN721490000000003,2017-11,18.2
LAUCN720250000000003,2017-11,9.3
LAUCN551390000000003,2017-11,2.4
LAUCN560070000000003,2017-11,4.7
LAUCN720690000000003,2017-11,14.1
LAUCN720790000000003,2017-11,15.1
LAUCN720810000000003,2017-11,14.4
LAUCN560090000000003,2017-11,4.7
LAUCN721270000000003,2017-11,7.6
LAUCN560250000000003,2017-11,4.5
LAUCN721390000000003,2017-11,5.3
LAUCN560170000000003,2017-11,3.7
LAUCN720350000000003,2017-11,10.5
LAUCN720570000000003,2017-11,17.4
LAUCN720230000000003,2017-11,11.8
LAUCN721450000000003,2017-11,9.4
LAUCN560270000000003,2017-11,2.9
LAUCN720710000000003,2017-11,12.0
LAUCN720830000000003,2017-11,18.5
LAUCN721070000000003,2017-11,12.6
LAUCN090130000000003,2017-11,0.0
LAUCN720150000000003,2017-11,17.0
LAUCN560210000000003,2017-11,3.7
LAUCN721290000000003,2017-11,12.1
LAUCN150050000000003,2017-11,0.0
LAUCN721190000000003,2017-11,9.8
LAUCN720330000000003,2017-11,8.8
LAUCN720670000000003,2017-11,13.3
LAUCN720290000000003,2017-11,9.1
LAUCN720470000000003,2017-11,9.3
LAUCN551190000000003,2017-11,2.4
LAUCN721010000000003,2017-11,9.9
LAUCN720170000000003,2017-11,10.9
LAUCN560190000000003,2017-11,3.4
LAUCN551410000000003,2017-11,2.5
LAUCN090090000000003,2017-11,0.0
LAUCN720750000000003,2017-11,12.8
LAUCN560150000000003,2017-11,3.0
LAUCN551270000000003,2017-11,2.6
LAUCN090150000000003,2017-11,0.0
LAUCN560230000000003,2017-11,3.5
LAUCN720550000000003,2017-11,19.6
LAUCN721170000000003,2017-11,15.1
LAUCN720270000000003,2017-11,9.7
LAUCN721330000000003,2017-11,11.4
LAUCN721530000000003,2017-11,13.4
LAUCN551090000000003,2017-11,2.5
LAUCN720770000000003,2017-11,10.3
LAUCN720370000000003,2017-11,14.2
LAUCN551210000000003,2017-11,2.1
LAUCN560310000000003,2017-11,4.0
LAUCN720130000000003,2017-11,11.0
LAUCN720850000000003,2017-11,11.2
LAUCN551130000000003,2017-11,4.0
LAUCN560110000000003,2017-11,3.0
LAUCN720430000000003,2017-11,14.3
LAUCN551350000000003,2017-11,2.3
LAUCN720540000000003,2017-11,12.5
LAUCN721030000000003,2017-11,12.3
LAUCN090110000000003,2017-11,0.0
LAUCN560130000000003,2017-11,5.5
LAUCN721110000000003,2017-11,13.4
LAUCN720630000000003,2017-11,7.8
LAUCN551110000000003,2017-11,2.4
LAUCN720030000000003,2017-11,13.5
LAUCN560010000000003,2017-11,2.7
LAUCN720890000000003,2017-11,14.6
LAUCN720070000000003,2017-11,9.0
LAUCN720050000000003,2017-11,14.5
LAUCN560410000000003,2017-11,3.9
LAUCN720910000000003,2017-11,10.1
LAUCN090050000000003,2017-11,0.0
LAUCN720530000000003,2017-11,15.1
LAUCN560370000000003,2017-11,4.0
LAUCN721250000000003,2017-11,17.1
LAUCN720650000000003,2017-11,13.5
LAUCN720930000000003,2017-11,23.0
LAUCN720010000000003,2017-11,13.2
LAUCN721470000000003,2017-11,20.9
LAUCN720970000000003,2017-11,13.8
LAUCN560050000000003,2017-11,4.1
LAUCN720510000000003,2017-11,6.7
LAUCN560350000000003,2017-11,3.6
LAUCN720410000000003,2017-11,9.3
LAUCN720610000000003,2017-11,5.5
LAUCN720950000000003,2017-11,14.5
LAUCN551370000000003,2017-11,2.9
LAUCN560030000000003,2017-11,4.0
LAUCN720110000000003,2017-11,11.5
LAUCN721370000000003,2017-11,7.4
LAUCN551070000000003,2017-11,3.3
LAUCN721510000000003,2017-11,15.1
LAUCN721410000000003,2017-11,14.1
LAUCN720390000000003,2017-11,13.4
LAUCN721350000000003,2017-11,7.5
LAUCN090010000000003,2017-11,0.0
LAUCN560390000000003,2017-11,6.2
LAUCN551050000000003,2017-11,2.9
LAUCN720090000000003,2017-11,13.3
LAUCN551150000000003,2017-11,2.5
LAUCN551190000000003,2017-12,3.7
LAUCN721250000000003,2017-12,16.5
LAUCN560090000000003,2017-12,5.0
LAUCN560070000000003,2017-12,4.8
LAUCN720270000000003,2017-12,9.1
LAUCN560310000000003,2017-12,4.2
LAUCN721330000000003,2017-12,11.6
LAUCN720230000000003,2017-12,10.9
LAUCN721110000000003,2017-12,12.9
LAUCN720810000000003,2017-12,14.8
LAUCN720350000000003,2017-12,9.9
LAUCN090130000000003,2017-12,0.0
LAUCN721410000000003,2017-12,13.2
LAUCN551270000000003,2017-12,2.7
LAUCN560350000000003,2017-12,3.6
LAUCN560050000000003,2017-12,4.1
LAUCN720870000000003,2017-12,9.0
LAUCN090150000000003,2017-12,0.0
LAUCN720690000000003,2017-12,13.7
LAUCN551230000000003,2017-12,2.8
LAUCN720790000000003,2017-12,13.8
LAUCN560250000000003,2017-12,4.8
LAUCN560150000000003,2017-12,3.1
LAUCN560230000000003,2017-12,3.6
LAUCN090010000000003,2017-12,0.0
LAUCN720570000000003,2017-12,17.1
LAUCN720930000000003,2017-12,24.2
LAUCN720610000000003,2017-12,5.2
LAUCN720670000000003,2017-12,12.1
LAUCN720150000000003,2017-12,16.9
LAUCN560130000000003,2017-12,5.7
LAUCN551130000000003,2017-12,4.7
LAUCN721450000000003,2017-12,9.1
LAUCN560390000000003,2017-12,3.2
LAUCN720540000000003,2017-12,11.6
LAUCN560430000000003,2017-12,3.7
LAUCN090110000000003,2017-12,0.0
LAUCN720550000000003,2017-12,18.9
LAUCN551150000000003,2017-12,2.8
LAUCN551250000000003,2017-12,4.6
LAUCN720850000000003,2017-12,10.6
LAUCN720110000000003,2017-12,11.0
LAUCN720050000000003,2017-12,13.3
LAUCN721290000000003,2017-12,11.5
LAUCN551310000000003,2017-12,2.3
LAUCN090050000000003,2017-12,0.0
LAUCN721490000000003,2017-12,19.0
LAUCN720630000000003,2017-12,7.3
LAUCN721430000000003,2017-12,7.9
LAUCN720950000000003,2017-12,16.0
LAUCN560030000000003,2017-12,4.6
LAUCN720070000000003,2017-12,8.2
LAUCN551050000000003,2017-12,2.9
LAUCN551410000000003,2017-12,2.9
LAUCN720410000000003,2017-12,8.6
LAUCN721390000000003,2017-12,4.9
LAUCN720770000000003,2017-12,9.2
LAUCN560170000000003,2017-12,3.7
LAUCN551110000000003,2017-12,2.6
LAUCN720250000000003,2017-12,8.8
LAUCN721370000000003,2017-12,7.2
LAUCN721070000000003,2017-12,12.1
LAUCN720170000000003,2017-12,9.3
LAUCN551290000000003,2017-12,3.8
LAUCN551370000000003,2017-12,3.6
LAUCN721230000000003,2017-12,14.2
LAUCN720430000000003,2017-12,14.0
LAUCN721050000000003,2017-12,9.2
LAUCN090070000000003,2017-12,0.0
LAUCN560210000000003,2017-12,3.7
LAUCN150050000000003,2017-12,0.0
LAUCN551090000000003,2017-12,2.8
LAUCN721030000000003,2017-12,11.6
LAUCN560450000000003,2017-12,4.5
LAUCN720330000000003,2017-12,8.6
LAUCN721210000000003,2017-12,13.8
LAUCN551390000000003,2017-12,2.4
LAUCN090030000000003,2017-12,0.0
LAUCN721190000000003,2017-12,9.5
LAUCN560010000000003,2017-12,2.6
LAUCN720030000000003,2017-12,12.7
LAUCN720290000000003,2017-12,8.6
LAUCN720490000000003,2017-12,6.8
LAUCN721310000000003,2017-12,14.5
LAUCN721010000000003,2017-12,9.0
LAUCN560370000000003,2017-12,4.1
LAUCN560110000000003,2017-12,3.1
LAUCN720190000000003,2017-12,9.8
LAUCN551350000000003,2017-12,2.6
LAUCN721510000000003,2017-12,15.4
LAUCN560290000000003,2017-12,5.3
LAUCN720310000000003,2017-12,7.8
LAUCN720090000000003,2017-12,13.0
LAUCN721150000000003,2017-12,12.1
LAUCN551070000000003,2017-12,4.2
LAUCN551210000000003,2017-12,2.7
LAUCN720130000000003,2017-12,10.2
LAUCN721350000000003,2017-12,7.0
LAUCN720590000000003,2017-12,14.6
LAUCN551330000000003,2017-12,2.4
LAUCN720390000000003,2017-12,12.2
LAUCN720830000000003,2017-12,18.2
LAUCN720730000000003,2017-12,13.4
LAUCN720370000000003,2017-12,13.5
LAUCN720710000000003,2017-12,11.1
LAUCN720890000000003,2017-12,14.3
LAUCN721270000000003,2017-12,7.0
LAUCN721130000000003,2017-12,12.0
LAUCN720970000000003,2017-12,12.8
LAUCN560330000000003,2017-12,4.5
LAUCN720010000000003,2017-12,13.5
LAUCN721470000000003,2017-12,22.2
LAUCN720210000000003,2017-12,7.0
LAUCN551170000000003,2017-12,2.3
LAUCN720650000000003,2017-12,13.5
LAUCN560190000000003,2017-12,4.0
LAUCN720470000000003,2017-12,8.8
LAUCN720510000000003,2017-12,6.2
LAUCN720530000000003,2017-12,14.6
LAUCN720910000000003,2017-12,9.5
LAUCN720450000000003,2017-12,9.2
LAUCN560270000000003,2017-12,3.2
LAUCN090090000000003,2017-12,0.0
LAUCN721170000000003,2017-12,15.8
LAUCN721090000000003,2017-12,18.8
LAUCN720990000000003,2017-12,12.5
LAUCN560410000000003,2017-12,4.0
LAUCN721530000000003,2017-12,13.8
LAUCN720750000000003,2017-12,12.2
LAUCN560250000000003,2018-01,5.5
LAUCN720370000000003,2018-01,14.9
LAUCN720830000000003,2018-01,19.6
LAUCN720930000000003,2018-01,27.0
LAUCN551390000000003,2018-01,2.9
LAUCN551330000000003,2018-01,2.9
LAUCN551350000000003,2018-01,3.2
LAUCN560070000000003,2018-01,5.8
LAUCN721170000000003,2018-01,16.7
LAUCN560050000000003,2018-01,4.9
LAUCN560290000000003,2018-01,6.5
LAUCN551150000000003,2018-01,3.6
LAUCN551050000000003,2018-01,3.6
LAUCN551210000000003,2018-01,3.3
LAUCN720350000000003,2018-01,10.2
LAUCN560270000000003,2018-01,3.4
LAUCN551190000000003,2018-01,4.4
LAUCN720570000000003,2018-01,18.2
LAUCN720090000000003,2018-01,15.3
LAUCN551230000000003,2018-01,3.8
LAUCN721470000000003,2018-01,23.6
LAUCN551290000000003,2018-01,5.0
LAUCN720410000000003,2018-01,9.6
LAUCN721390000000003,2018-01,5.5
LAUCN720490000000003,2018-01,6.6
LAUCN720170000000003,2018-01,10.3
LAUCN721350000000003,2018-01,7.5
LAUCN090050000000003,2018-01,0.0
LAUCN560170000000003,2018-01,4.5
LAUCN560010000000003,2018-01,3.5
LAUCN560150000000003,2018-01,4.1
LAUCN721530000000003,2018-01,15.4
LAUCN721090000000003,2018-01,20.9
LAUCN721210000000003,2018-01,15.0
LAUCN720910000000003,2018-01,10.1
LAUCN721030000000003,2018-01,13.1
LAUCN721370000000003,2018-01,7.7
LAUCN090030000000003,2018-01,0.0
LAUCN551130000000003,2018-01,5.0
LAUCN560090000000003,2018-01,5.7
LAUCN720210000000003,2018-01,7.6
LAUCN721450000000003,2018-01,9.9
LAUCN090070000000003,2018-01,0.0
LAUCN720630000000003,2018-01,7.9
LAUCN720810000000003,2018-01,16.0
LAUCN720230000000003,2018-01,11.4
LAUCN720850000000003,2018-01,10.7
LAUCN720010000000003,2018-01,15.7
LAUCN721050000000003,2018-01,10.0
LAUCN720070000000003,2018-01,8.7
LAUCN560370000000003,2018-01,4.9
LAUCN560310000000003,2018-01,5.7
LAUCN090010000000003,2018-01,0.0
LAUCN551250000000003,2018-01,4.7
LAUCN720990000000003,2018-01,13.3
LAUCN720150000000003,2018-01,18.7
LAUCN721430000000003,2018-01,8.6
LAUCN720650000000003,2018-01,14.7
LAUCN560410000000003,2018-01,4.6
LAUCN551410000000003,2018-01,3.7
LAUCN720430000000003,2018-01,14.5
LAUCN721310000000003,2018-01,16.0
LAUCN721330000000003,2018-01,11.3
LAUCN560330000000003,2018-01,5.8
LAUCN551170000000003,2018-01,2.7
LAUCN720530000000003,2018-01,15.9
LAUCN720710000000003,2018-01,12.3
LAUCN720770000000003,2018-01,9.8
LAUCN090090000000003,2018-01,0.0
LAUCN560110000000003,2018-01,3.6
LAUCN551110000000003,2018-01,3.0
LAUCN551310000000003,2018-01,2.8
LAUCN551090000000003,2018-01,3.5
LAUCN560210000000003,2018-01,4.7
LAUCN720270000000003,2018-01,10.1
LAUCN551370000000003,2018-01,4.3
LAUCN721490000000003,2018-01,21.2
LAUCN560350000000003,2018-01,4.5
LAUCN551270000000003,2018-01,3.6
LAUCN720870000000003,2018-01,10.5
LAUCN721230000000003,2018-01,13.8
LAUCN090150000000003,2018-01,0.0
LAUCN150050000000003,2018-01,0.0
LAUCN720330000000003,2018-01,9.4
LAUCN560450000000003,2018-01,5.1
LAUCN560230000000003,2018-01,4.5
LAUCN090130000000003,2018-01,0.0
LAUCN560030000000003,2018-01,5.8
LAUCN721250000000003,2018-01,17.8
LAUCN721190000000003,2018-01,10.3
LAUCN720970000000003,2018-01,14.2
LAUCN720750000000003,2018-01,12.5
LAUCN090110000000003,2018-01,0.0
LAUCN720730000000003,2018-01,14.9
LAUCN720550000000003,2018-01,20.2
LAUCN721070000000003,2018-01,13.5
LAUCN721110000000003,2018-01,13.4
LAUCN720670000000003,2018-01,13.0
LAUCN721130000000003,2018-01,12.5
LAUCN720310000000003,2018-01,8.4
LAUCN720950000000003,2018-01,18.4
LAUCN720470000000003,2018-01,9.4
LAUCN720690000000003,2018-01,14.9
LAUCN721510000000003,2018-01,16.8
LAUCN720890000000003,2018-01,15.7
LAUCN721150000000003,2018-01,13.6
LAUCN720790000000003,2018-01,14.9
LAUCN721410000000003,2018-01,14.1
LAUCN720450000000003,2018-01,10.2
LAUCN721010000000003,2018-01,9.9
LAUCN720250000000003,2018-01,9.2
LAUCN551070000000003,2018-01,4.9
LAUCN721270000000003,2018-01,7.5
LAUCN720110000000003,2018-01,11.4
LAUCN560130000000003,2018-01,7.3
LAUCN720030000000003,2018-01,13.5
LAUCN720290000000003,2018-01,9.1
LAUCN720540000000003,2018-01,13.2
LAUCN720610000000003,2018-01,5.4
LAUCN720510000000003,2018-01,6.9
LAUCN720590000000003,2018-01,15.7
LAUCN560390000000003,2018-01,2.9
LAUCN560430000000003,2018-01,4.6
LAUCN720130000000003,2018-01,11.3
LAUCN560190000000003,2018-01,5.5
LAUCN720050000000003,2018-01,14.2
LAUCN721290000000003,2018-01,11.6
LAUCN720190000000003,2018-01,10.9
LAUCN720390000000003,2018-01,13.0
LAUCN720290000000003,2018-02,8.6
LAUCN720490000000003,2018-02,5.2
LAUCN721210000000003,2018-02,13.7
LAUCN721110000000003,2018-02,13.1
LAUCN721010000000003,2018-02,9.0
LAUCN720030000000003,2018-02,12.7
LAUCN551250000000003,2018-02,5.7
LAUCN721030000000003,2018-02,12.3
LAUCN551290000000003,2018-02,5.8
LAUCN551350000000003,2018-02,3.5
LAUCN721150000000003,2018-02,13.0
LAUCN720010000000003,2018-02,15.3
LAUCN721510000000003,2018-02,15.5
LAUCN720310000000003,2018-02,7.9
LAUCN560110000000003,2018-02,4.1
LAUCN551070000000003,2018-02,5.3
LAUCN560290000000003,2018-02,6.4
LAUCN551330000000003,2018-02,3.0
LAUCN721190000000003,2018-02,10.1
LAUCN720590000000003,2018-02,14.9
LAUCN720830000000003,2018-02,18.3
LAUCN090030000000003,2018-02,0.0
LAUCN720710000000003,2018-02,11.8
LAUCN551150000000003,2018-02,4.0
LAUCN560210000000003,2018-02,4.6
LAUCN090070000000003,2018-02,0.0
LAUCN551390000000003,2018-02,3.1
LAUCN150050000000003,2018-02,0.0
LAUCN720330000000003,2018-02,8.9
LAUCN560010000000003,2018-02,3.0
LAUCN720730000000003,2018-02,13.8
LAUCN720430000000003,2018-02,14.0
LAUCN551090000000003,2018-02,3.9
LAUCN721090000000003,2018-02,19.5
LAUCN560170000000003,2018-02,4.4
LAUCN551110000000003,2018-02,3.5
LAUCN090110000000003,2018-02,0.0
LAUCN721070000000003,2018-02,12.7
LAUCN720540000000003,2018-02,12.2
LAUCN551130000000003,2018-02,6.0
LAUCN720610000000003,2018-02,5.0
LAUCN721450000000003,2018-02,9.2
LAUCN720630000000003,2018-02,7.4
LAUCN720230000000003,2018-02,10.2
LAUCN560430000000003,2018-02,5.4
LAUCN720050000000003,2018-02,13.4
LAUCN560390000000003,2018-02,2.8
LAUCN720250000000003,2018-02,8.6
LAUCN720570000000003,2018-02,16.5
LAUCN721130000000003,2018-02,11.8
LAUCN720950000000003,2018-02,18.2
LAUCN720690000000003,2018-02,14.0
LAUCN720790000000003,2018-02,13.8
LAUCN720350000000003,2018-02,9.3
LAUCN560250000000003,2018-02,5.3
LAUCN560070000000003,2018-02,5.3
LAUCN721410000000003,2018-02,13.2
LAUCN560090000000003,2018-02,5.1
LAUCN721390000000003,2018-02,5.4
LAUCN720770000000003,2018-02,9.0
LAUCN551310000000003,2018-02,3.0
LAUCN720470000000003,2018-02,8.6
LAUCN720210000000003,2018-02,7.2
LAUCN720410000000003,2018-02,9.1
LAUCN560190000000003,2018-02,5.3
LAUCN720750000000003,2018-02,11.3
LAUCN090090000000003,2018-02,0.0
LAUCN721470000000003,2018-02,21.2
LAUCN720970000000003,2018-02,13.0
LAUCN721490000000003,2018-02,19.8
LAUCN560270000000003,2018-02,3.9
LAUCN551370000000003,2018-02,4.8
LAUCN560410000000003,2018-02,4.6
LAUCN551230000000003,2018-02,4.1
LAUCN720930000000003,2018-02,27.9
LAUCN090150000000003,2018-02,0.0
LAUCN560230000000003,2018-02,4.2
LAUCN720810000000003,2018-02,15.5
LAUCN721250000000003,2018-02,16.3
LAUCN551270000000003,2018-02,3.8
LAUCN720270000000003,2018-02,9.6
LAUCN721330000000003,2018-02,10.7
LAUCN090010000000003,2018-02,0.0
LAUCN551410000000003,2018-02,4.1
LAUCN720070000000003,2018-02,8.1
LAUCN720530000000003,2018-02,14.6
LAUCN720190000000003,2018-02,9.6
LAUCN721350000000003,2018-02,6.8
LAUCN560050000000003,2018-02,4.6
LAUCN720090000000003,2018-02,13.6
LAUCN721530000000003,2018-02,14.9
LAUCN551210000000003,2018-02,3.8
LAUCN090050000000003,2018-02,0.0
LAUCN090130000000003,2018-02,0.0
LAUCN720550000000003,2018-02,19.5
LAUCN720670000000003,2018-02,11.7
LAUCN720890000000003,2018-02,15.2
LAUCN720910000000003,2018-02,9.4
LAUCN721170000000003,2018-02,16.0
LAUCN720650000000003,2018-02,14.1
LAUCN560330000000003,2018-02,5.8
LAUCN720370000000003,2018-02,14.3
LAUCN721230000000003,2018-02,12.2
LAUCN720450000000003,2018-02,9.8
LAUCN720130000000003,2018-02,10.7
LAUCN720150000000003,2018-02,17.4
LAUCN720390000000003,2018-02,12.1
LAUCN721430000000003,2018-02,8.0
LAUCN720510000000003,2018-02,6.4
LAUCN551170000000003,2018-02,2.9
LAUCN551190000000003,2018-02,5.0
LAUCN560310000000003,2018-02,5.8
LAUCN560370000000003,2018-02,4.6
LAUCN560350000000003,2018-02,4.3
LAUCN720110000000003,2018-02,10.6
LAUCN721290000000003,2018-02,10.8
LAUCN721310000000003,2018-02,15.4
LAUCN560030000000003,2018-02,6.4
LAUCN560450000000003,2018-02,5.1
LAUCN560130000000003,2018-02,7.0
LAUCN721050000000003,2018-02,9.2
LAUCN720870000000003,2018-02,9.9
LAUCN720850000000003,2018-02,9.8
LAUCN721270000000003,2018-02,7.2
LAUCN551050000000003,2018-02,4.0
LAUCN560150000000003,2018-02,3.7
LAUCN720990000000003,2018-02,12.3
LAUCN720170000000003,2018-02,9.6
LAUCN721370000000003,2018-02,7.0
LAUCN720590000000003,2018-03,14.9
LAUCN560030000000003,2018-03,5.8
LAUCN551070000000003,2018-03,5.3
LAUCN720310000000003,2018-03,7.8
LAUCN720690000000003,2018-03,13.9
LAUCN720490000000003,2018-03,4.8
LAUCN720130000000003,2018-03,10.1
LAUCN720030000000003,2018-03,12.1
LAUCN720950000000003,2018-03,18.2
LAUCN720110000000003,2018-03,10.5
LAUCN720050000000003,2018-03,13.3
LAUCN560130000000003,2018-03,6.6
LAUCN720410000000003,2018-03,8.6
LAUCN720910000000003,2018-03,9.2
LAUCN720210000000003,2018-03,7.0
LAUCN720290000000003,2018-03,8.6
LAUCN720250000000003,2018-03,8.2
LAUCN720550000000003,2018-03,19.9
LAUCN721090000000003,2018-03,19.1
LAUCN721470000000003,2018-03,20.8
LAUCN560430000000003,2018-03,5.4
LAUCN721290000000003,2018-03,10.4
LAUCN560390000000003,2018-03,3.0
LAUCN721130000000003,2018-03,11.5
LAUCN720890000000003,2018-03,15.7
LAUCN721530000000003,2018-03,14.6
LAUCN560050000000003,2018-03,4.3
LAUCN090050000000003,2018-03,0.0
LAUCN551190000000003,2018-03,4.9
LAUCN720070000000003,2018-03,8.0
LAUCN551050000000003,2018-03,3.9
LAUCN720570000000003,2018-03,16.1
LAUCN721390000000003,2018-03,5.2
LAUCN720430000000003,2018-03,13.3
LAUCN720630000000003,2018-03,7.1
LAUCN560310000000003,2018-03,5.8
LAUCN720170000000003,2018-03,9.6
LAUCN720230000000003,2018-03,10.3
LAUCN560210000000003,2018-03,4.2
LAUCN560170000000003,2018-03,4.6
LAUCN721450000000003,2018-03,8.7
LAUCN721370000000003,2018-03,6.9
LAUCN560450000000003,2018-03,5.1
LAUCN551130000000003,2018-03,6.2
LAUCN560090000000003,2018-03,5.0
LAUCN720850000000003,2018-03,9.5
LAUCN720730000000003,2018-03,13.6
LAUCN720350000000003,2018-03,8.8
LAUCN721310000000003,2018-03,15.1
LAUCN560270000000003,2018-03,3.7
LAUCN720790000000003,2018-03,13.9
LAUCN090090000000003,2018-03,0.0
LAUCN721110000000003,2018-03,13.1
LAUCN721410000000003,2018-03,12.6
LAUCN551250000000003,2018-03,6.1
LAUCN560070000000003,2018-03,5.3
LAUCN721230000000003,2018-03,12.2
LAUCN720710000000003,2018-03,11.3
LAUCN721190000000003,2018-03,9.8
LAUCN720330000000003,2018-03,8.5
LAUCN720930000000003,2018-03,27.1
LAUCN150050000000003,2018-03,0.0
LAUCN720450000000003,2018-03,9.4
LAUCN560250000000003,2018-03,4.8
LAUCN721270000000003,2018-03,7.0
LAUCN720810000000003,2018-03,14.8
LAUCN551110000000003,2018-03,3.2
LAUCN551230000000003,2018-03,4.1
LAUCN560110000000003,2018-03,3.9
LAUCN720990000000003,2018-03,12.0
LAUCN560150000000003,2018-03,3.8
LAUCN560190000000003,2018-03,4.8
LAUCN090150000000003,2018-03,0.0
LAUCN720010000000003,2018-03,15.1
LAUCN551150000000003,2018-03,3.9
LAUCN720510000000003,2018-03,6.3
LAUCN720870000000003,2018-03,9.9
LAUCN090030000000003,2018-03,0.0
LAUCN560370000000003,2018-03,4.6
LAUCN551270000000003,2018-03,3.5
LAUCN090010000000003,2018-03,0.0
LAUCN551390000000003,2018-03,3.1
LAUCN720530000000003,2018-03,15.3
LAUCN551310000000003,2018-03,3.0
LAUCN720370000000003,2018-03,15.0
LAUCN551410000000003,2018-03,4.1
LAUCN721010000000003,2018-03,8.4
LAUCN720750000000003,2018-03,11.2
LAUCN551090000000003,2018-03,3.7
LAUCN551330000000003,2018-03,3.0
LAUCN720970000000003,2018-03,12.6
LAUCN721250000000003,2018-03,16.0
LAUCN551210000000003,2018-03,3.7
LAUCN090130000000003,2018-03,0.0
LAUCN720650000000003,2018-03,13.8
LAUCN551350000000003,2018-03,3.5
LAUCN720270000000003,2018-03,9.1
LAUCN720830000000003,2018-03,17.7
LAUCN551170000000003,2018-03,2.9
LAUCN720670000000003,2018-03,12.3
LAUCN560290000000003,2018-03,6.2
LAUCN720150000000003,2018-03,16.5
LAUCN720090000000003,2018-03,11.7
LAUCN560230000000003,2018-03,4.1
LAUCN720190000000003,2018-03,9.0
LAUCN721430000000003,2018-03,7.8
LAUCN720770000000003,2018-03,8.8
LAUCN721050000000003,2018-03,9.1
LAUCN721210000000003,2018-03,13.6
LAUCN721490000000003,2018-03,19.6
LAUCN090070000000003,2018-03,0.0
LAUCN721330000000003,2018-03,10.7
LAUCN560010000000003,2018-03,3.3
LAUCN721070000000003,2018-03,12.2
LAUCN720540000000003,2018-03,11.8
LAUCN720390000000003,2018-03,11.9
LAUCN721150000000003,2018-03,12.8
LAUCN720470000000003,2018-03,8.0
LAUCN551290000000003,2018-03,5.7
LAUCN721170000000003,2018-03,16.1
LAUCN560350000000003,2018-03,4.1
LAUCN560330000000003,2018-03,5.6
LAUCN721510000000003,2018-03,15.3
LAUCN551370000000003,2018-03,4.5
LAUCN560410000000003,2018-03,4.5
LAUCN721030000000003,2018-03,12.3
LAUCN721350000000003,2018-03,6.5
LAUCN720610000000003,2018-03,4.9
LAUCN090110000000003,2018-03,0.0
LAUCN551130000000003,2018-04,6.0
LAUCN720350000000003,2018-04,8.5
LAUCN720330000000003,2018-04,8.6
LAUCN560230000000003,2018-04,4.2
LAUCN560150000000003,2018-04,3.8
LAUCN720430000000003,2018-04,12.7
LAUCN551190000000003,2018-04,3.9
LAUCN720970000000003,2018-04,12.7
LAUCN721010000000003,2018-04,8.1
LAUCN721490000000003,2018-04,18.0
LAUCN720230000000003,2018-04,9.5
LAUCN551370000000003,2018-04,3.7
LAUCN720850000000003,2018-04,9.2
LAUCN720530000000003,2018-04,14.7
LAUCN721450000000003,2018-04,8.6
LAUCN720630000000003,2018-04,7.1
LAUCN560350000000003,2018-04,3.8
LAUCN560450000000003,2018-04,4.6
LAUCN551110000000003,2018-04,2.6
LAUCN720870000000003,2018-04,9.5
LAUCN560210000000003,2018-04,3.9
LAUCN720570000000003,2018-04,15.1
LAUCN560190000000003,2018-04,4.3
LAUCN090010000000003,2018-04,0.0
LAUCN721530000000003,2018-04,13.9
LAUCN551090000000003,2018-04,3.1
LAUCN720650000000003,2018-04,12.8
LAUCN720610000000003,2018-04,4.9
LAUCN721270000000003,2018-04,6.8
LAUCN551310000000003,2018-04,2.4
LAUCN720770000000003,2018-04,8.6
LAUCN720110000000003,2018-04,9.6
LAUCN720890000000003,2018-04,14.9
LAUCN560330000000003,2018-04,4.6
LAUCN720990000000003,2018-04,11.6
LAUCN560410000000003,2018-04,4.1
